"ordernumber","quantityordered","priceeach","sales","orderdate","productline","productcode","customername","totalrevenue"
10278,31,"100","4116.8","2004-08-06","Classic Cars","S18_3685","Signal Gift Stores","3100"
10287,27,"100","4310.55","2004-08-30","Classic Cars","S18_3685","Vida Sport, Ltd","2700"
10311,32,"100","3616.64","2004-10-16","Classic Cars","S18_3685","Euro Shopping Channel","3200"
10321,28,"100","4232.76","2004-11-04","Classic Cars","S18_3685","Fungiftideas.Com","2800"
10331,26,"67.91","1765.66","2004-11-17","Classic Cars","S18_3685","Motor Mint Distributors Inc.","1765.6599999999999"
10343,44,"84.88","3734.72","2004-11-24","Classic Cars","S18_3685","Reims Collectables","3734.72"
10211,46,"54.09","2488.14","2004-01-15","Motorcycles","S18_3782","Auto Canal Petit","2488.1400000000003"
10224,38,"58.44","2220.72","2004-02-21","Motorcycles","S18_3782","Daedalus Designs Imports","2220.72"
10237,26,"52.22","1357.72","2004-04-05","Motorcycles","S18_3782","Vitachrome Inc.","1357.72"
10252,31,"52.84","1638.04","2004-05-26","Motorcycles","S18_3782","Auto Canal Petit","1638.0400000000002"
10264,48,"54.71","2626.08","2004-06-30","Motorcycles","S18_3782","Gifts4Allages.Com","2626.08"
10276,33,"50.36","1661.88","2004-08-02","Motorcycles","S18_3782","Online Mini Collectables","1661.8799999999999"
10286,38,"57.2","2173.6","2004-08-28","Motorcycles","S18_3782","La Corne D'Abondance, Co.","2173.6"
10299,39,"55.95","2182.05","2004-09-30","Motorcycles","S18_3782","Toys Of Finland, Co.","2182.05"
10310,42,"67.14","2819.88","2004-10-16","Motorcycles","S18_3782","Toms Spezialitten, Ltd","2819.88"
10319,44,"59.06","2598.64","2004-11-03","Motorcycles","S18_3782","Microscale Inc.","2598.6400000000003"
10330,29,"69.63","2019.27","2004-11-16","Motorcycles","S18_3782","Cruz & Sons Co.","2019.27"
10342,26,"55.95","1454.7","2004-11-24","Motorcycles","S18_3782","Australian Collectors, Co.","1454.7"
10355,31,"53.47","1657.57","2004-12-07","Motorcycles","S18_3782","Euro Shopping Channel","1657.57"
10209,20,"100","2498.6","2004-01-09","Vintage Cars","S18_3856","Men 'R' Us Retailers, Ltd.","2000"
10222,45,"85.75","3858.75","2004-02-19","Vintage Cars","S18_3856","Collectable Mini Designs Co.","3858.75"
10249,46,"100","5600.5","2004-05-08","Vintage Cars","S18_3856","Cambridge Collectables Co.","4600"
10262,34,"100","4103.46","2004-06-24","Vintage Cars","S18_3856","Euro Shopping Channel","3400"
10273,50,"85.75","4287.5","2004-07-21","Vintage Cars","S18_3856","Petit Auto","4287.5"
10283,46,"100","5795.54","2004-08-20","Vintage Cars","S18_3856","Royal Canadian Collectables, Ltd.","4600"
10296,22,"84.7","1863.4","2004-09-15","Vintage Cars","S18_3856","Bavarian Collectables Imports, Co.","1863.4"
10307,48,"86.81","4166.88","2004-10-14","Vintage Cars","S18_3856","Classic Gift Ideas, Inc","4166.88"
10316,47,"86.81","4080.07","2004-11-01","Vintage Cars","S18_3856","Giftsbymail.Co.Uk","4080.07"
10328,34,"100","3815.48","2004-11-12","Vintage Cars","S18_3856","Rovelli Gifts","3400"
10338,45,"100","5526.45","2004-11-22","Vintage Cars","S18_3856","Royale Belge","4500"
10351,20,"100","3374.6","2004-12-03","Vintage Cars","S18_3856","Stylish Desk Decors, Co.","2000"
10220,50,"100","8258","2004-02-12","Classic Cars","S18_4027","Clover Collections, Co.","5000"
10230,42,"100","7238.28","2004-03-15","Classic Cars","S18_4027","Blauer See Auto, Co.","4200"
10247,48,"100","6756","2004-05-05","Classic Cars","S18_4027","Suominen Souveniers","4800"
10272,25,"100","3734","2004-07-20","Classic Cars","S18_4027","Diecast Classics Inc.","2500"
10282,31,"100","4674.8","2004-08-20","Classic Cars","S18_4027","Mini Gifts Distributors Ltd.","3100"
10292,44,"100","7140.76","2004-09-08","Classic Cars","S18_4027","Land Of Toys Inc.","4400"
10306,23,"100","3600.65","2004-10-14","Classic Cars","S18_4027","Av Stores, Co.","2300"
10314,29,"100","4206.74","2004-10-22","Classic Cars","S18_4027","Heintze Collectables","2900"
10324,49,"100","5379.71","2004-11-05","Classic Cars","S18_4027","Vitachrome Inc.","4900"
10337,36,"100","5679.36","2004-11-21","Classic Cars","S18_4027","Classic Legends Inc.","3600"
10349,34,"100","4394.84","2004-12-01","Classic Cars","S18_4027","Muscle Machine Inc","3400"
10358,25,"100","2528.25","2004-12-10","Classic Cars","S18_4027","Euro Shopping Channel","2500"
10213,38,"94.79","3602.02","2004-01-22","Vintage Cars","S18_4409","Double Decker Gift Stores, Ltd","3602.0200000000004"
10227,34,"100","3566.94","2004-03-02","Vintage Cars","S18_4409","Saveley & Henriot, Co.","3400"
10241,42,"90.19","3787.98","2004-04-13","Vintage Cars","S18_4409","Mini Caravy","3787.98"
10280,35,"100","3704.05","2004-08-17","Vintage Cars","S18_4409","Amica Models & Co.","3500"
10288,35,"80.99","2834.65","2004-09-01","Vintage Cars","S18_4409","Handji Gifts& Co","2834.6499999999996"
10311,41,"81.91","3358.31","2004-10-16","Vintage Cars","S18_4409","Euro Shopping Channel","3358.31"
10332,50,"100","7310","2004-11-17","Vintage Cars","S18_4409","Av Stores, Co.","5000"
10344,21,"100","2203.11","2004-11-25","Vintage Cars","S18_4409","Marseille Mini Autos","2100"
10208,45,"87.77","3949.65","2004-01-02","Vintage Cars","S18_4522","Saveley & Henriot, Co.","3949.6499999999996"
10221,39,"89.53","3491.67","2004-02-18","Vintage Cars","S18_4522","Petit Auto","3491.67"
10232,23,"89.53","2059.19","2004-03-20","Vintage Cars","S18_4522","Giftsbymail.Co.Uk","2059.19"
10248,42,"75.48","3170.16","2004-05-07","Vintage Cars","S18_4522","Land Of Toys Inc.","3170.1600000000003"
10261,20,"89.53","1790.6","2004-06-17","Vintage Cars","S18_4522","Quebec Home Shopping Network","1790.6"
10273,33,"71.09","2345.97","2004-07-21","Vintage Cars","S18_4522","Petit Auto","2345.9700000000003"
10283,34,"100","3580.88","2004-08-20","Vintage Cars","S18_4522","Royal Canadian Collectables, Ltd.","3400"
10293,49,"100","4946.06","2004-09-09","Vintage Cars","S18_4522","Amica Models & Co.","4900"
10306,39,"90.4","3525.6","2004-10-14","Vintage Cars","S18_4522","Av Stores, Co.","3525.6000000000004"
10315,36,"100","3602.16","2004-10-29","Vintage Cars","S18_4522","La Rochelle Gifts","3600"
10326,50,"86.01","4300.5","2004-11-09","Vintage Cars","S18_4522","Volvo Model Replicas, Co","4300.5"
10337,29,"100","4498.19","2004-11-21","Vintage Cars","S18_4522","Classic Legends Inc.","2900"
10350,30,"100","3023.1","2004-12-02","Vintage Cars","S18_4522","Euro Shopping Channel","3000"
10217,38,"100","4509.08","2004-02-04","Trucks And Buses","S18_4600","Handji Gifts& Co","3800"
10229,41,"100","4716.23","2004-03-11","Trucks And Buses","S18_4600","Mini Gifts Distributors Ltd.","4100"
10245,21,"100","2390.22","2004-05-04","Trucks And Buses","S18_4600","Super Scale Inc.","2100"
10259,41,"100","4666.62","2004-06-15","Trucks And Buses","S18_4600","Handji Gifts& Co","4100"
10270,38,"100","5383.08","2004-07-19","Trucks And Buses","S18_4600","Souveniers And Things Co.","3800"
10281,25,"99.29","2482.25","2004-08-19","Trucks And Buses","S18_4600","Diecast Classics Inc.","2482.25"
10291,48,"100","5288.64","2004-09-08","Trucks And Buses","S18_4600","Scandinavian Gift Ideas","4800"
10305,22,"99.29","2184.38","2004-10-13","Trucks And Buses","S18_4600","Marta'S Replicas Co.","2184.38"
10313,28,"100","2881.76","2004-10-22","Trucks And Buses","S18_4600","Canadian Gift Exchange Network","2800"
10323,47,"100","6203.06","2004-11-05","Trucks And Buses","S18_4600","Blauer See Auto, Co.","4700"
10334,49,"100","6763.47","2004-11-19","Trucks And Buses","S18_4600","Volvo Model Replicas, Co","4900"
10347,45,"100","5884.65","2004-11-29","Trucks And Buses","S18_4600","Australian Collectors, Co.","4500"
10357,28,"100","3559.64","2004-12-10","Trucks And Buses","S18_4600","Mini Gifts Distributors Ltd.","2800"
10215,46,"45.28","2082.88","2004-01-29","Vintage Cars","S18_4668","West Coast Collectables Co.","2082.88"
10229,39,"40.25","1569.75","2004-03-11","Vintage Cars","S18_4668","Mini Gifts Distributors Ltd.","1569.75"
10245,45,"59.87","2694.15","2004-05-04","Vintage Cars","S18_4668","Super Scale Inc.","2694.15"
10258,21,"59.87","1257.27","2004-06-15","Vintage Cars","S18_4668","Tokyo Collectables, Ltd","1257.27"
10270,44,"58.36","2567.84","2004-07-19","Vintage Cars","S18_4668","Souveniers And Things Co.","2567.84"
10281,44,"59.87","2634.28","2004-08-19","Vintage Cars","S18_4668","Diecast Classics Inc.","2634.2799999999997"
10291,29,"51.82","1502.78","2004-09-08","Vintage Cars","S18_4668","Scandinavian Gift Ideas","1502.78"
10304,34,"49.3","1676.2","2004-10-11","Vintage Cars","S18_4668","Auto Assoc. & Cie.","1676.1999999999998"
10312,39,"56.85","2217.15","2004-10-21","Vintage Cars","S18_4668","Mini Gifts Distributors Ltd.","2217.15"
10324,38,"100","6832.02","2004-11-05","Vintage Cars","S18_4668","Vitachrome Inc.","3800"
10333,24,"79.86","1916.64","2004-11-18","Vintage Cars","S18_4668","Mini Wheels Co.","1916.6399999999999"
10348,29,"100","7110.8","2004-11-01","Vintage Cars","S18_4668","Corrida Auto Replicas, Ltd","2900"
10358,30,"100","5302.8","2004-12-10","Vintage Cars","S18_4668","Euro Shopping Channel","3000"
10211,41,"100","5673.58","2004-01-15","Classic Cars","S18_4721","Auto Canal Petit","4100"
10225,35,"100","5260.15","2004-02-22","Classic Cars","S18_4721","Vida Sport, Ltd","3500"
10238,44,"100","6350.96","2004-04-09","Classic Cars","S18_4721","Danish Wholesale Imports","4400"
10252,26,"100","3559.4","2004-05-26","Classic Cars","S18_4721","Auto Canal Petit","2600"
10264,20,"100","2410.6","2004-06-30","Classic Cars","S18_4721","Gifts4Allages.Com","2000"
10276,48,"100","5713.92","2004-08-02","Classic Cars","S18_4721","Online Mini Collectables","4800"
10287,34,"100","4300.32","2004-08-30","Classic Cars","S18_4721","Vida Sport, Ltd","3400"
10299,49,"100","7947.31","2004-09-30","Classic Cars","S18_4721","Toys Of Finland, Co.","4900"
10310,40,"100","5356.8","2004-10-16","Classic Cars","S18_4721","Toms Spezialitten, Ltd","4000"
10319,45,"100","7901.1","2004-11-03","Classic Cars","S18_4721","Microscale Inc.","4500"
10330,50,"100","6101","2004-11-16","Classic Cars","S18_4721","Cruz & Sons Co.","5000"
10342,38,"100","6276.46","2004-11-24","Classic Cars","S18_4721","Australian Collectors, Co.","3800"
10355,25,"100","4203.5","2004-12-07","Classic Cars","S18_4721","Euro Shopping Channel","2500"
10213,25,"83.39","2084.75","2004-01-22","Classic Cars","S18_4933","Double Decker Gift Stores, Ltd","2084.75"
10227,37,"57.73","2136.01","2004-03-02","Classic Cars","S18_4933","Saveley & Henriot, Co.","2136.0099999999998"
10241,30,"66.99","2009.7","2004-04-13","Classic Cars","S18_4933","Mini Caravy","2009.6999999999998"
10267,36,"75.55","2719.8","2004-07-07","Classic Cars","S18_4933","Muscle Machine Inc","2719.7999999999997"
10279,26,"60.58","1575.08","2004-08-09","Classic Cars","S18_4933","Euro Shopping Channel","1575.08"
10288,23,"73.41","1688.43","2004-09-01","Classic Cars","S18_4933","Handji Gifts& Co","1688.4299999999998"
10311,25,"66.99","1674.75","2004-10-16","Classic Cars","S18_4933","Euro Shopping Channel","1674.7499999999998"
10332,21,"100","3472.98","2004-11-17","Classic Cars","S18_4933","Av Stores, Co.","2100"
10344,26,"63.43","1649.18","2004-11-25","Classic Cars","S18_4933","Marseille Mini Autos","1649.18"
10212,41,"82.31","3374.71","2004-01-16","Classic Cars","S24_1046","Euro Shopping Channel","3374.71"
10226,21,"60.26","1265.46","2004-02-26","Classic Cars","S24_1046","Collectable Mini Designs Co.","1265.46"
10241,22,"76.43","1681.46","2004-04-13","Classic Cars","S24_1046","Mini Caravy","1681.46"
10267,40,"80.1","3204","2004-07-07","Classic Cars","S24_1046","Muscle Machine Inc","3204"
10279,32,"74.96","2398.72","2004-08-09","Classic Cars","S24_1046","Euro Shopping Channel","2398.72"
10288,36,"66.14","2381.04","2004-09-01","Classic Cars","S24_1046","Handji Gifts& Co","2381.04"
10311,26,"87.45","2273.7","2004-10-16","Classic Cars","S24_1046","Euro Shopping Channel","2273.7000000000003"
10321,30,"70.55","2116.5","2004-11-04","Classic Cars","S24_1046","Fungiftideas.Com","2116.5"
10332,23,"56.84","1307.32","2004-11-17","Classic Cars","S24_1046","Av Stores, Co.","1307.3200000000002"
10344,29,"59.53","1726.37","2004-11-25","Classic Cars","S24_1046","Marseille Mini Autos","1726.3700000000001"
10220,26,"56.07","1457.82","2004-02-12","Classic Cars","S24_1444","Clover Collections, Co.","1457.82"
10230,36,"54.33","1955.88","2004-03-15","Classic Cars","S24_1444","Blauer See Auto, Co.","1955.8799999999999"
10246,44,"52.6","2314.4","2004-05-05","Classic Cars","S24_1444","Euro Shopping Channel","2314.4"
10259,28,"46.82","1310.96","2004-06-15","Classic Cars","S24_1444","Handji Gifts& Co","1310.96"
10271,45,"64.74","2913.3","2004-07-20","Classic Cars","S24_1444","Mini Gifts Distributors Ltd.","2913.2999999999997"
10282,29,"46.82","1357.78","2004-08-20","Classic Cars","S24_1444","Mini Gifts Distributors Ltd.","1357.78"
10292,40,"53.75","2150","2004-09-08","Classic Cars","S24_1444","Land Of Toys Inc.","2150"
10305,45,"61.85","2783.25","2004-10-13","Classic Cars","S24_1444","Marta'S Replicas Co.","2783.25"
10314,44,"53.18","2339.92","2004-10-22","Classic Cars","S24_1444","Heintze Collectables","2339.92"
10324,25,"69.16","1729","2004-11-05","Classic Cars","S24_1444","Vitachrome Inc.","1729"
10336,45,"100","5972.4","2004-11-20","Classic Cars","S24_1444","La Corne D'Abondance, Co.","4500"
10349,48,"47.4","2275.2","2004-12-01","Classic Cars","S24_1444","Muscle Machine Inc","2275.2"
10358,44,"60.76","2673.44","2004-12-10","Classic Cars","S24_1444","Euro Shopping Channel","2673.44"
10211,25,"90.16","2254","2004-01-15","Motorcycles","S24_1578","Auto Canal Petit","2254"
10223,32,"91.29","2921.28","2004-02-20","Motorcycles","S24_1578","Australian Collectors, Co.","2921.28"
10237,20,"100","2299","2004-04-05","Motorcycles","S24_1578","Vitachrome Inc.","2000"
10251,26,"100","2637.18","2004-05-18","Motorcycles","S24_1578","Tekni Collectables Inc.","2600"
10263,42,"100","4307.52","2004-06-28","Motorcycles","S24_1578","Gift Depot Inc.","4200"
10275,21,"100","2153.76","2004-07-23","Motorcycles","S24_1578","La Rochelle Gifts","2100"
10285,34,"100","3716.88","2004-08-27","Motorcycles","S24_1578","Marta'S Replicas Co.","3400"
10299,47,"100","5455.76","2004-09-30","Motorcycles","S24_1578","Toys Of Finland, Co.","4700"
10309,21,"100","2650.62","2004-10-15","Motorcycles","S24_1578","Baane Mini Imports","2100"
10318,48,"100","6437.28","2004-11-02","Motorcycles","S24_1578","Diecast Classics Inc.","4800"
10329,30,"87.78","2633.4","2004-11-15","Motorcycles","S24_1578","Land Of Toys Inc.","2633.4"
10339,27,"84.39","2278.53","2004-11-23","Motorcycles","S24_1578","Tokyo Collectables, Ltd","2278.53"
10212,45,"53.33","2399.85","2004-01-16","Classic Cars","S24_1628","Euro Shopping Channel","2399.85"
10226,36,"43.27","1557.72","2004-02-26","Classic Cars","S24_1628","Collectable Mini Designs Co.","1557.72"
10241,21,"40.25","845.25","2004-04-13","Classic Cars","S24_1628","Mini Caravy","845.25"
10266,28,"48.3","1352.4","2004-07-06","Classic Cars","S24_1628","L'Ordine Souveniers","1352.3999999999999"
10278,35,"45.28","1584.8","2004-08-06","Classic Cars","S24_1628","Signal Gift Stores","1584.8"
10288,50,"52.32","2616","2004-09-01","Classic Cars","S24_1628","Handji Gifts& Co","2616"
10311,45,"49.3","2218.5","2004-10-16","Classic Cars","S24_1628","Euro Shopping Channel","2218.5"
10321,48,"42.26","2028.48","2004-11-04","Classic Cars","S24_1628","Fungiftideas.Com","2028.48"
10332,20,"87.96","1759.2","2004-11-17","Classic Cars","S24_1628","Av Stores, Co.","1759.1999999999998"
10343,27,"36.21","977.67","2004-11-24","Classic Cars","S24_1628","Reims Collectables","977.6700000000001"
10210,27,"98.48","2658.96","2004-01-12","Planes","S24_1785","Osaka Souveniers Co.","2658.96"
10223,34,"100","3608.76","2004-02-20","Planes","S24_1785","Australian Collectors, Co.","3400"
10235,23,"96.29","2214.67","2004-04-02","Planes","S24_1785","Royal Canadian Collectables, Ltd.","2214.67"
10250,31,"88.63","2747.53","2004-05-11","Planes","S24_1785","The Sharp Gifts Warehouse","2747.5299999999997"
10262,34,"97.38","3310.92","2004-06-24","Planes","S24_1785","Euro Shopping Channel","3310.92"
10275,25,"95.2","2380","2004-07-23","Planes","S24_1785","La Rochelle Gifts","2380"
10284,22,"100","2310.88","2004-08-21","Planes","S24_1785","Norway Gifts By Mail, Co.","2200"
10297,32,"100","4061.76","2004-09-16","Planes","S24_1785","Clover Collections, Co.","3200"
10308,31,"100","3493.7","2004-10-15","Planes","S24_1785","Mini Classics","3100"
10316,25,"100","2872.25","2004-11-01","Planes","S24_1785","Giftsbymail.Co.Uk","2500"
10328,47,"87.54","4114.38","2004-11-12","Planes","S24_1785","Rovelli Gifts","4114.38"
10339,21,"50.65","1063.65","2004-11-23","Planes","S24_1785","Tokyo Collectables, Ltd","1063.6499999999999"
10353,28,"71.73","2008.44","2004-12-04","Planes","S24_1785","Gift Ideas Corp.","2008.44"
10214,20,"34.19","683.8","2004-01-26","Vintage Cars","S24_1937","Corrida Auto Replicas, Ltd","683.8"
10227,42,"29.21","1226.82","2004-03-02","Vintage Cars","S24_1937","Saveley & Henriot, Co.","1226.82"
10243,33,"29.54","974.82","2004-04-26","Vintage Cars","S24_1937","Diecast Collectables","974.8199999999999"
10280,20,"28.88","577.6","2004-08-17","Vintage Cars","S24_1937","Amica Models & Co.","577.6"
10288,29,"38.17","1106.93","2004-09-01","Vintage Cars","S24_1937","Handji Gifts& Co","1106.93"
10304,23,"30.2","694.6","2004-10-11","Vintage Cars","S24_1937","Auto Assoc. & Cie.","694.6"
10312,39,"29.54","1152.06","2004-10-21","Vintage Cars","S24_1937","Mini Gifts Distributors Ltd.","1152.06"
10322,20,"100","2624","2004-11-04","Vintage Cars","S24_1937","Online Diecast Creations Co.","2000"
10332,45,"81.91","3685.95","2004-11-17","Vintage Cars","S24_1937","Av Stores, Co.","3685.95"
10344,20,"35.18","703.6","2004-11-25","Vintage Cars","S24_1937","Marseille Mini Autos","703.6"
10356,48,"100","9720","2004-12-09","Vintage Cars","S24_1937","Lyon Souveniers","4800"
10210,30,"61.7","1851","2004-01-12","Motorcycles","S24_2000","Osaka Souveniers Co.","1851"
10223,38,"69.31","2633.78","2004-02-20","Motorcycles","S24_2000","Australian Collectors, Co.","2633.78"
10236,36,"87.6","3153.6","2004-04-03","Motorcycles","S24_2000","Motor Mint Distributors Inc.","3153.6"
10250,32,"87.6","2803.2","2004-05-11","Motorcycles","S24_2000","The Sharp Gifts Warehouse","2803.2"
10263,37,"62.46","2311.02","2004-06-28","Motorcycles","S24_2000","Gift Depot Inc.","2311.02"
10275,30,"79.98","2399.4","2004-07-23","Motorcycles","S24_2000","La Rochelle Gifts","2399.4"
10285,39,"70.08","2733.12","2004-08-27","Motorcycles","S24_2000","Marta'S Replicas Co.","2733.12"
10297,32,"65.51","2096.32","2004-09-16","Motorcycles","S24_2000","Clover Collections, Co.","2096.32"
10308,47,"63.22","2971.34","2004-10-15","Motorcycles","S24_2000","Mini Classics","2971.34"
10318,26,"86.83","2257.58","2004-11-02","Motorcycles","S24_2000","Diecast Classics Inc.","2257.58"
10329,37,"94.43","3493.91","2004-11-15","Motorcycles","S24_2000","Land Of Toys Inc.","3493.9100000000003"
10340,55,"79.98","4398.9","2004-11-24","Motorcycles","S24_2000","Enaco Distributors","4398.900000000001"
10208,35,"100","4301.15","2004-01-02","Ships","S24_2011","Saveley & Henriot, Co.","3500"
10221,49,"100","6804.63","2004-02-18","Ships","S24_2011","Petit Auto","4900"
10232,46,"100","5652.94","2004-03-20","Ships","S24_2011","Giftsbymail.Co.Uk","4600"
10248,48,"100","6960.48","2004-05-07","Ships","S24_2011","Land Of Toys Inc.","4800"
10261,36,"100","4512.6","2004-06-17","Ships","S24_2011","Quebec Home Shopping Network","3600"
10273,22,"100","2784.76","2004-07-21","Ships","S24_2011","Petit Auto","2200"
10283,42,"100","5316.36","2004-08-20","Ships","S24_2011","Royal Canadian Collectables, Ltd.","4200"
10293,21,"100","2941.89","2004-09-09","Ships","S24_2011","Amica Models & Co.","2100"
10306,29,"100","3207.4","2004-10-14","Ships","S24_2011","Av Stores, Co.","2900"
10315,35,"100","4215.05","2004-10-29","Ships","S24_2011","La Rochelle Gifts","3500"
10326,41,"100","4333.29","2004-11-09","Ships","S24_2011","Volvo Model Replicas, Co","4100"
10337,29,"71.97","2087.13","2004-11-21","Ships","S24_2011","Classic Legends Inc.","2087.13"
10350,34,"50.33","1711.22","2004-12-02","Ships","S24_2011","Euro Shopping Channel","1711.22"
10214,49,"47.94","2349.06","2004-01-26","Vintage Cars","S24_2022","Corrida Auto Replicas, Ltd","2349.06"
10227,24,"48.38","1161.12","2004-03-02","Vintage Cars","S24_2022","Saveley & Henriot, Co.","1161.1200000000001"
10244,39,"45.25","1764.75","2004-04-29","Vintage Cars","S24_2022","Euro Shopping Channel","1764.75"
10255,37,"45.7","1690.9","2004-06-04","Vintage Cars","S24_2022","Mini Caravy","1690.9"
10280,45,"47.49","2137.05","2004-08-17","Vintage Cars","S24_2022","Amica Models & Co.","2137.05"
10289,45,"48.38","2177.1","2004-09-03","Vintage Cars","S24_2022","Herkku Gifts","2177.1"
10304,44,"39.42","1734.48","2004-10-11","Vintage Cars","S24_2022","Auto Assoc. & Cie.","1734.48"
10312,23,"37.63","865.49","2004-10-21","Vintage Cars","S24_2022","Mini Gifts Distributors Ltd.","865.49"
10322,30,"100","3500.1","2004-11-04","Vintage Cars","S24_2022","Online Diecast Creations Co.","3000"
10332,26,"85.52","2223.52","2004-11-17","Vintage Cars","S24_2022","Av Stores, Co.","2223.52"
10345,43,"53.76","2311.68","2004-11-25","Vintage Cars","S24_2022","Atelier Graphique","2311.68"
10356,26,"31.86","828.36","2004-12-09","Vintage Cars","S24_2022","Lyon Souveniers","828.36"
10217,28,"100","3148.88","2004-02-04","Trucks And Buses","S24_2300","Handji Gifts& Co","2800"
10229,48,"100","5704.32","2004-03-11","Trucks And Buses","S24_2300","Mini Gifts Distributors Ltd.","4800"
10246,29,"100","3520.6","2004-05-05","Trucks And Buses","S24_2300","Euro Shopping Channel","2900"
10259,47,"100","5285.62","2004-06-15","Trucks And Buses","S24_2300","Handji Gifts& Co","4700"
10271,43,"100","5605.05","2004-07-20","Trucks And Buses","S24_2300","Mini Gifts Distributors Ltd.","4300"
10281,25,"100","2779.5","2004-08-19","Trucks And Buses","S24_2300","Diecast Classics Inc.","2500"
10291,48,"100","5398.08","2004-09-08","Trucks And Buses","S24_2300","Scandinavian Gift Ideas","4800"
10305,24,"100","3189.6","2004-10-13","Trucks And Buses","S24_2300","Marta'S Replicas Co.","2400"
10313,42,"100","5581.8","2004-10-22","Trucks And Buses","S24_2300","Canadian Gift Exchange Network","4200"
10324,31,"100","3820.44","2004-11-05","Trucks And Buses","S24_2300","Vitachrome Inc.","3100"
10334,42,"100","5528.04","2004-11-19","Trucks And Buses","S24_2300","Volvo Model Replicas, Co","4200"
10348,37,"100","5981.42","2004-11-01","Trucks And Buses","S24_2300","Corrida Auto Replicas, Ltd","3700"
10358,41,"100","5684.65","2004-12-10","Trucks And Buses","S24_2300","Euro Shopping Channel","4100"
10211,21,"63.72","1338.12","2004-01-15","Motorcycles","S24_2360","Auto Canal Petit","1338.12"
10224,37,"80.34","2972.58","2004-02-21","Motorcycles","S24_2360","Daedalus Designs Imports","2972.58"
10237,26,"79.65","2070.9","2004-04-05","Motorcycles","S24_2360","Vitachrome Inc.","2070.9"
10252,47,"65.8","3092.6","2004-05-26","Motorcycles","S24_2360","Auto Canal Petit","3092.6"
10264,37,"65.1","2408.7","2004-06-30","Motorcycles","S24_2360","Gifts4Allages.Com","2408.7"
10276,46,"75.49","3472.54","2004-08-02","Motorcycles","S24_2360","Online Mini Collectables","3472.54"
10285,38,"59.56","2263.28","2004-08-27","Motorcycles","S24_2360","Marta'S Replicas Co.","2263.28"
10299,33,"66.49","2194.17","2004-09-30","Motorcycles","S24_2360","Toys Of Finland, Co.","2194.1699999999996"
10309,24,"56.1","1346.4","2004-10-15","Motorcycles","S24_2360","Baane Mini Imports","1346.4"
10319,31,"81.73","2533.63","2004-11-03","Motorcycles","S24_2360","Microscale Inc.","2533.63"
10330,42,"81.03","3403.26","2004-11-16","Motorcycles","S24_2360","Cruz & Sons Co.","3403.26"
10341,32,"100","3307.2","2004-11-24","Motorcycles","S24_2360","Salzburg Collectables","3200"
10355,41,"70.65","2896.65","2004-12-07","Motorcycles","S24_2360","Euro Shopping Channel","2896.65"
10212,45,"88.14","3966.3","2004-01-16","Classic Cars","S24_2766","Euro Shopping Channel","3966.3"
10227,47,"88.14","4142.58","2004-03-02","Classic Cars","S24_2766","Saveley & Henriot, Co.","4142.58"
10241,47,"94.5","4441.5","2004-04-13","Classic Cars","S24_2766","Mini Caravy","4441.5"
10267,38,"87.24","3315.12","2004-07-07","Classic Cars","S24_2766","Muscle Machine Inc","3315.12"
10279,49,"79.97","3918.53","2004-08-09","Classic Cars","S24_2766","Euro Shopping Channel","3918.5299999999997"
10288,35,"80.87","2830.45","2004-09-01","Classic Cars","S24_2766","Handji Gifts& Co","2830.4500000000003"
10311,28,"93.6","2620.8","2004-10-16","Classic Cars","S24_2766","Euro Shopping Channel","2620.7999999999997"
10321,30,"72.7","2181","2004-11-04","Classic Cars","S24_2766","Fungiftideas.Com","2181"
10332,39,"86.72","3382.08","2004-11-17","Classic Cars","S24_2766","Av Stores, Co.","3382.08"
10346,25,"100","2876.75","2004-11-29","Classic Cars","S24_2766","Signal Gift Stores","2500"
10219,21,"40.31","846.51","2004-02-10","Classic Cars","S24_2840","Signal Collectibles Ltd.","846.51"
10229,33,"32.88","1085.04","2004-03-11","Classic Cars","S24_2840","Mini Gifts Distributors Ltd.","1085.0400000000002"
10246,49,"36.07","1767.43","2004-05-05","Classic Cars","S24_2840","Euro Shopping Channel","1767.43"
10259,31,"33.24","1030.44","2004-06-15","Classic Cars","S24_2840","Handji Gifts& Co","1030.44"
10271,38,"41.72","1585.36","2004-07-20","Classic Cars","S24_2840","Mini Gifts Distributors Ltd.","1585.36"
10281,20,"40.66","813.2","2004-08-19","Classic Cars","S24_2840","Diecast Classics Inc.","813.1999999999999"
10292,39,"30.06","1172.34","2004-09-08","Classic Cars","S24_2840","Land Of Toys Inc.","1172.34"
10305,48,"31.47","1510.56","2004-10-13","Classic Cars","S24_2840","Marta'S Replicas Co.","1510.56"
10314,39,"37.13","1448.07","2004-10-22","Classic Cars","S24_2840","Heintze Collectables","1448.0700000000002"
10324,30,"100","3338.1","2004-11-05","Classic Cars","S24_2840","Vitachrome Inc.","3000"
10335,33,"37.13","1225.29","2004-11-19","Classic Cars","S24_2840","Mini Gifts Distributors Ltd.","1225.2900000000002"
10349,36,"37.13","1336.68","2004-12-01","Classic Cars","S24_2840","Muscle Machine Inc","1336.68"
10358,36,"82.94","2985.84","2004-12-10","Classic Cars","S24_2840","Euro Shopping Channel","2985.84"
10209,43,"82.21","3535.03","2004-01-09","Planes","S24_2841","Men 'R' Us Retailers, Ltd.","3535.0299999999997"
